project_id,mp_name,house,state,constituency,elected_or_nominated,district,area,project_type,recommendation_start_date,expected_sanction_date,snapshot_date,duration_days,sanctioned_amount_inr,released_amount_inr,expenditure_amount_inr,payment_count,physical_progress_pct,expected_progress_pct,delay_days,cost_deviation_pct,completion_status,description,duplicate_group_id,mp_allocated_amount_inr,state_2016_17_sanctioned_crore,state_2016_17_works,state_2018_19_sanctioned_crore,state_2018_19_works,state_2019_20_sanctioned_crore,state_2019_20_works,state_2019_20_expenditure_crore,state_2019_20_completed_works,fund_utilization_pct,unspent_amount_inr,unspent_ratio,progress_gap_pct,peer_cost_zscore,peer_progress_zscore,completion_efficiency_score,mp_completion_efficiency_avg,state_completion_efficiency_avg,payment_velocity_per_30d,early_payment_share,sanction_to_release_days,recommendation_to_sanction_days,vendor_id,latitude,longitude,geo_source,is_anomaly,anomaly_type
MPLADS-13601,ABHUIT GANGOPADHYAY,Lok Sabha,West Bengal,TAMLUK,Elected MP,District-54,Village-9,School Infrastructure,2023-03-21,2023-07-08,2024-03-31,705,605355.85,574785.51,495345.97,3,61.21,59.31,0,-18.17,In Progress,"Construction or repair of school infrastructure at Village-9, District-54, West Bengal",,186000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,81.83,110009.88,0.1817,-1.9,1.0693,-0.3206,61.21,64.14,65.23,0.1277,0.3785,111,109,VEND-SYN-0015,17.708538,91.560558,synthetic_placeholder,0,none
MPLADS-13602,AdvAdoor Prakash,Lok Sabha,Kerala,ATTINGAL,Elected MP,District-71,Ward-4,Park Development,2018-10-09,2019-02-08,2024-03-31,325,594194.38,449344.03,404440.89,5,57.26,88.54,1544,-31.93,In Progress,"Park, playground and open space at Ward-4, District-71, Kerala",,73500000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,68.07,189753.49,0.3193,31.28,-0.0784,-0.4652,57.26,66.39,65.2,0.4615,0.3755,27,122,VEND-SYN-0127,21.116437,79.548653,synthetic_placeholder,1,rule_flagged_other
MPLADS-13603,DR. RAJ KUMAR CHABBEWA,Lok Sabha,Punjab,HOSHIARPUR(SC),Elected MP,District-10,Gram Panchayat-8,Drinking Water,2023-03-28,2023-05-08,2024-03-31,375,148032.09,123395.1,85768.75,1,68.55,84.92,0,-42.06,In Progress,"Drinking water supply and handpump at Gram Panchayat-8, District-10, Punjab",,98000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,57.94,62263.34,0.4206,16.37,-0.3858,0.2769,68.55,61.12,64.66,0.08,0.5589,84,41,VEND-SYN-0331,9.519688,95.564632,synthetic_placeholder,0,none
MPLADS-13604,ATULGARG,Lok Sabha,Uttar Pradesh,GHAZIABAD,Elected MP,District-33,Block-24,Community Hall,2020-03-30,2020-05-30,2024-03-31,300,302016.74,248756.44,247202.53,3,98.07,85.91,1086,-18.15,Completed,"Community hall and public building at Block-24, District-33, Uttar Pradesh",,196000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,81.85,54814.21,0.1815,-12.16,0.9318,1.3724,98.07,66.34,64.94,0.3,0.2121,105,61,VEND-SYN-0526,34.131191,94.44475,synthetic_placeholder,0,none
MPLADS-13605,E.T.MOHAMMED BASHEER,Lok Sabha,Kerala,MALAPPURAM,Elected MP,District-35,Gram Panchayat-20,Health Centre,2023-12-12,2024-01-14,2024-03-31,481,1630618.86,1240627.17,1194536.63,2,61.83,74.5,0,-26.74,In Progress,"Primary health centre and medical facility at Gram Panchayat-20, District-35, Kerala; community asset work",DUP-13604,147000000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,73.26,436082.23,0.2674,12.67,0.2668,-0.2776,61.83,61.44,65.2,0.1247,0.3882,111,33,VEND-SYN-0636,33.604325,89.503255,synthetic_placeholder,1,duplicate_work
MPLADS-13606,Synthetic Rajya Sabha MP 031,Rajya Sabha,Jammu and Kashmir,Rajya_Sabha,Elected MP,District-24,Village-36,Drinking Water,2023-12-30,2024-04-28,2024-03-31,430,280306.92,244240.32,178947.86,7,70.13,72.94,0,-36.16,In Progress,"Drinking water supply and handpump at Village-36, District-24, Jammu and Kashmir",,196000000,41.22,1224,46.38,1526,60.84,1324,28.53,985,63.84,101359.06,0.3616,2.81,-0.2501,0.2043,70.13,70.13,65.5,0.4884,0.2674,72,120,VEND-SYN-0217,27.103362,77.157948,synthetic_placeholder,0,none
MPLADS-13607,CHANDRA SHEKHAR,Lok Sabha,Uttar Pradesh,NAGINA(SC),Elected MP,District-59,Town-13,Drinking Water,2021-02-05,2021-05-10,2024-03-31,580,288029.35,258555.25,198184.5,6,53.78,48.35,495,-31.19,In Progress,"Drinking water supply and handpump at Town-13, District-59, Uttar Pradesh",,89248285,503.59,13244,483.89,17216,920.88,21703,236.7,8304,68.81,89844.85,0.3119,-5.43,0.1762,-0.4839,53.78,64.43,64.94,0.3103,0.2887,75,94,VEND-SYN-0691,25.807893,84.58847,synthetic_placeholder,0,none
MPLADS-13608,"JAGADISH CHANDRA BARM,",Lok Sabha,West Bengal,CCOOCHBEHAR(SC),Elected MP,District-24,Village-13,Bridge/Culvert,2019-01-20,2019-06-14,2024-03-31,391,1203657.12,1091051.26,1059384.34,4,85.94,74.81,1377,-11.99,In Progress,"Bridge, culvert and connectivity work at Village-13, District-24, West Bengal",,245000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,88.01,144272.78,0.1199,-11.13,1.2477,0.7396,85.94,63.12,65.23,0.3069,0.4492,20,145,VEND-SYN-0625,34.307124,85.979511,synthetic_placeholder,0,none
MPLADS-13609,Ganesan Selvam,Lok Sabha,Tamil Nadu,KANCHEEPURAM(SC),Elected MP,District-26,Gram Panchayat-19,Drinking Water,2020-05-18,2020-08-01,2024-03-31,396,956807.5,862543.61,854921.98,1,20.22,53.56,960,-10.65,In Progress,"Drinking water supply and handpump at Gram Panchayat-19, District-26, Tamil Nadu",,73500000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,89.35,101885.52,0.1065,33.34,1.2211,-1.9558,20.22,66.2,65.28,0.0758,0.2294,11,75,VEND-SYN-0664,33.582215,91.72321,synthetic_placeholder,1,rule_flagged_other
MPLADS-13610,DAMODARAGARWAL,Lok Sabha,Rajasthan,BHILWARA,Elected MP,District-68,Town-41,Sanitation,2021-02-21,2021-07-08,2024-03-31,409,685055.21,501103.88,272813.55,4,63.82,49.73,580,-60.18,In Progress,"Community sanitation and drainage at Town-41, District-68, Rajasthan",,89248285,161.14,2060,177.23,2786,188.24,2997,100.53,1983,39.82,412241.66,0.6018,-14.09,-1.452,-0.1298,63.82,67.83,66.69,0.2934,0.5543,32,137,VEND-SYN-0695,19.011966,70.553689,synthetic_placeholder,0,none
MPLADS-13611,JaiPrakash,Lok Sabha,Uttar Pradesh,HARDOI (SC),Elected MP,District-42,Block-6,School Infrastructure,2021-01-11,2021-03-11,2024-03-31,471,194804.78,189216.32,186766.28,1,100,73.38,646,-4.13,Completed,"Construction or repair of school infrastructure at Block-6, District-42, Uttar Pradesh",,98000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,95.87,8038.5,0.0413,-26.62,1.6815,1.428,100,63.42,64.94,0.0637,0.2034,60,59,VEND-SYN-0239,11.002623,68.46373,synthetic_placeholder,0,none
MPLADS-13612,DRRAJKUMARSANGWAN,Lok Sabha,Uttar Pradesh,BAGHPAT,Elected MP,District-73,Ward-47,Drinking Water,2020-12-31,2021-01-30,2024-03-31,719,570510.53,482460.61,378736.44,5,51.4,62.28,485,-33.61,In Progress,"Drinking water supply and handpump at Ward-47, District-73, Uttar Pradesh",,170000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,66.39,191774.09,0.3361,10.88,0.042,-0.5857,51.4,64.21,64.94,0.2086,0.3217,82,30,VEND-SYN-0568,8.442486,95.056939,synthetic_placeholder,0,none
MPLADS-13613,BIPLAB KUMAR DEB,Lok Sabha,Tripura,TRIPURA WEST,Elected MP,District-70,Block-3,School Infrastructure,2019-02-09,2019-04-28,2024-03-31,414,1064510.12,882087.3,611638.31,2,37.21,59.75,1419,-42.54,In Progress,"Construction or repair of school infrastructure at Block-3, District-70, Tripura",,98000000,10.15,72,15.88,179,19.55,170,2.52,21,57.46,452871.81,0.4254,22.54,-0.9973,-0.6625,37.21,71.28,71.28,0.1449,0.2473,99,78,VEND-SYN-0136,20.244559,92.021934,synthetic_placeholder,0,none
MPLADS-13614,DR.SPSINGH,Lok Sabha,Uttar Pradesh,PRATAPGARH,Elected MP,District-37,Ward-5,Drinking Water,2021-08-09,2021-08-31,2024-03-31,356,364880.15,268937.27,255361.53,5,50.69,48.17,579,-30.01,In Progress,"Drinking water supply and handpump at Ward-5, District-37, Uttar Pradesh",,196000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,69.99,109518.62,0.3001,-2.52,0.2414,-0.6161,50.69,67.95,64.94,0.4213,0.279,111,22,VEND-SYN-0396,26.787439,68.337872,synthetic_placeholder,0,none
MPLADS-13615,IQRA CHOUDHARY,Lok Sabha,Uttar Pradesh,KAIRANA,Elected MP,District-66,Ward-30,School Infrastructure,2022-07-27,2022-11-16,2024-03-31,352,586898.28,501352.01,321109.54,2,63.42,52.57,138,-45.29,In Progress,"Construction or repair of school infrastructure at Ward-30, District-66, Uttar Pradesh",,98000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,54.71,265788.74,0.4529,-10.85,-0.5792,-0.0508,63.42,67.62,64.94,0.1705,0.4737,100,112,VEND-SYN-0689,29.400909,97.328807,synthetic_placeholder,0,none
MPLADS-13616,DRKALGE SHIVAJI BANDAP¥,Lok Sabha,Maharashtra,LATUR(SC),Elected MP,District-25,Block-37,Community Hall,2019-11-10,2020-03-02,2024-03-31,128,776844.49,748277.98,468246.59,3,83.07,99.39,1332,-39.72,In Progress,"Community hall and public building at Block-37, District-25, Maharashtra",,235000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,60.28,308597.9,0.3972,16.32,-0.3693,0.7627,83.07,68.99,65.03,0.7031,0.785,58,113,VEND-SYN-0941,32.861365,79.445089,synthetic_placeholder,1,rule_flagged_other
MPLADS-13617,Dr Shashi Tharoor,Lok Sabha,Kerala,THIRUVANANTHAPURAM,Elected MP,District-30,Ward-11,Drinking Water,2018-07-21,2018-08-11,2024-03-31,565,266421.56,224195.64,216236.92,5,25.38,64.23,1439,-18.84,In Progress,"Drinking water supply and handpump at Ward-11, District-30, Kerala",,245000000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,81.16,50184.64,0.1884,38.85,0.8368,-1.5716,25.38,65.2,65.2,0.2655,0.2335,65,21,VEND-SYN-0626,34.680141,70.764526,synthetic_placeholder,1,rule_flagged_other
MPLADS-13618,IQRA CHOUDHARY,Lok Sabha,Uttar Pradesh,KAIRANA,Elected MP,District-75,Ward-41,School Infrastructure,2018-09-25,2018-11-01,2024-03-31,547,505501.78,373339.72,256197.24,5,76.61,88.79,1439,-49.32,In Progress,"Construction or repair of school infrastructure at Ward-41, District-75, Uttar Pradesh",,277000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,50.68,249304.54,0.4932,12.18,-0.8006,0.4824,76.61,67.62,64.94,0.2742,0.3579,20,37,VEND-SYN-0145,11.735901,94.821269,synthetic_placeholder,0,none
MPLADS-13619,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,Elected MP,District-69,Block-7,School Infrastructure,2022-10-22,2023-03-12,2024-03-31,113,931280.49,945694.63,1422777.08,4,37.43,56.69,247,52.78,In Progress,"Construction or repair of school infrastructure at Block-7, District-69, Haryana",,186000000,66.09,1295,90.2,1709,90.61,1833,46.18,1198,152.78,0,0.0,19.26,4.9516,-1.3822,21.6,69.04,66.91,1.0619,0.7085,78,141,VEND-SYN-0240,34.205391,95.068866,synthetic_placeholder,1,cost_overrun
MPLADS-13620,CHINTAMANIMAHARAJ,Lok Sabha,Chhattisgarh,SARGUJA(ST),Elected MP,District-02,Town-19,Bridge/Culvert,2020-12-16,2021-03-22,2024-03-31,651,274715.63,217626.69,198564.76,3,69.62,97.74,497,-27.72,In Progress,"Bridge, culvert and connectivity work at Town-19, District-02, Chhattisgarh",,277000000,107.05,3099,109.83,2091,101.23,2123,39.31,1168,72.28,76150.87,0.2772,28.12,0.168,0.1191,69.62,65.21,64.16,0.1382,0.3435,38,96,VEND-SYN-0352,15.851647,78.484336,synthetic_placeholder,1,rule_flagged_other
MPLADS-13621,BHARATBHAI MANUBHAI SL,Lok Sabha,Gujarat,AMRELI,Elected MP,District-36,Village-37,Street Lighting,2019-07-11,2019-09-30,2024-03-31,608,315002.81,275655.27,156866.75,2,68.67,87.13,1054,-50.2,In Progress,"Street lighting and electrification at Village-37, District-36, Gujarat",,147000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,49.8,158136.06,0.502,18.46,-0.9419,0.2256,68.67,60.28,64.81,0.0987,0.4174,106,81,VEND-SYN-0712,10.340979,77.164087,synthetic_placeholder,0,none
MPLADS-13622,DR. RAJ KUMAR CHABBEWA,Lok Sabha,Punjab,HOSHIARPUR(SC),Elected MP,District-51,Village-43,Park Development,2020-10-09,2021-01-19,2024-03-31,590,357174.46,262578.81,214524.87,5,97.56,95.73,584,-39.94,Completed,"Park, playground and open space at Village-43, District-51, Punjab; community asset work",DUP-13621,186000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,60.06,142649.59,0.3994,-1.83,-0.3071,1.3379,97.56,61.12,64.66,0.2542,0.2421,113,102,VEND-SYN-0619,9.354531,86.657365,synthetic_placeholder,1,duplicate_work
MPLADS-13623,BAIAYANT PANDA,Lok Sabha,Odisha,KENDRAPARA,Elected MP,District-18,Ward-15,Drinking Water,2022-12-30,2023-03-15,2024-03-31,686,100000,73917.44,66193.41,6,83.31,69.63,0,-33.81,In Progress,"Drinking water supply and handpump at Ward-15, District-18, Odisha",,73500000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,66.19,33806.59,0.3381,-13.68,-0.1221,0.6846,83.31,64.48,65.15,0.2624,0.283,65,75,VEND-SYN-0325,13.120539,89.039979,synthetic_placeholder,0,none
MPLADS-13624,BalashowryVallabbhaneni,Lok Sabha,Andhra Pradesh,MACHILIPATNAM,Elected MP,District-64,Block-39,Drinking Water,2021-09-29,2021-11-28,2024-03-31,383,770467.75,571625.07,342463.55,3,62.3,59.74,506,-55.55,In Progress,"Drinking water supply and handpump at Block-39, District-64, Andhra Pradesh",,266000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,44.45,428004.2,0.5555,-2.56,-1.2362,-0.1463,62.3,63.1,66.5,0.235,0.3726,64,60,VEND-SYN-0573,26.984885,93.56283,synthetic_placeholder,0,none
MPLADS-13625,DHAVAL LAXMANBHAI PATE,Lok Sabha,Gujarat,VALSAD(ST),Elected MP,District-52,Block-18,Sanitation,2019-01-25,2019-03-15,2024-03-31,660,149851.07,108014.62,69458.87,3,100,98.49,1190,-53.65,Completed,"Community sanitation and drainage at Block-18, District-52, Gujarat",,147000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,46.35,80392.2,0.5365,-1.51,-1.1743,1.3132,100,65.03,64.81,0.1364,0.3916,97,49,VEND-SYN-0620,11.008819,70.560109,synthetic_placeholder,0,none
MPLADS-13626,Alok Kumar Suman,Lok Sabha,Bihar,GOPALGANJ (SC),Elected MP,District-09,Town-45,Sanitation,2021-05-05,2021-09-01,2024-03-31,463,643276.32,545317.9,535092.37,4,76.34,56.46,468,-16.82,In Progress,"Community sanitation and drainage at Town-45, District-09, Bihar",,49000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,83.18,108183.95,0.1682,-19.88,0.7424,0.534,76.34,63.19,64.34,0.2592,0.3992,59,119,VEND-SYN-0651,9.192275,88.879969,synthetic_placeholder,0,none
MPLADS-13627,ASHISH DUBEY,Lok Sabha,Madhya Pradesh,JABALPUR,Elected MP,District-60,Gram Panchayat-14,Park Development,2022-10-22,2023-01-18,2024-03-31,422,424826.67,394202.45,271352.12,2,41.88,58.61,52,-36.13,In Progress,"Park, playground and open space at Gram Panchayat-14, District-60, Madhya Pradesh",,266000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,63.87,153474.55,0.3613,16.73,-0.1466,-0.8946,41.88,63.24,64.56,0.1422,0.2477,92,88,VEND-SYN-0686,8.887963,83.842614,synthetic_placeholder,0,none
MPLADS-13628,BALRAM NAIK PORIKA,Lok Sabha,Telangana,MAHABUBABAD,Elected MP,District-41,Gram Panchayat-25,Street Lighting,2018-09-05,2018-10-26,2024-03-31,440,378500.55,310759.33,199792.55,2,55.16,55.23,1589,-47.21,In Progress,"Street lighting and electrification at Gram Panchayat-25, District-41, Telangana",,147000000,102.38,3455,124.28,3839,104.59,3331,68.12,2195,52.79,178708.0,0.4721,0.07,-0.73,-0.3367,55.16,64.06,64.53,0.1364,0.3943,23,51,VEND-SYN-0275,17.056423,78.899126,synthetic_placeholder,0,none
MPLADS-13629,Dr Mohammad Jawed,Lok Sabha,Bihar,KISHANGANJ,Elected MP,District-54,Ward-38,Health Centre,2022-10-03,2022-12-02,2024-03-31,190,692579.82,644497.32,608214.17,1,49.88,61.93,299,-12.18,In Progress,"Primary health centre and medical facility at Ward-38, District-54, Bihar",,235000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,87.82,84365.65,0.1218,12.05,0.9509,-0.6897,49.88,63.69,64.34,0.1579,0.3679,45,60,VEND-SYN-0614,25.34862,81.986229,synthetic_placeholder,0,none
MPLADS-13630,Bansuri Swaraj,Lok Sabha,Delhi,NEW DELHI,Elected MP,District-71,Village-31,Community Hall,2021-11-06,2021-12-19,2024-03-31,450,3500000,3487827.1,2506741.25,7,40.74,51.29,431,-28.38,In Progress,"Community hall and public building at Village-31, District-71, Delhi",,277000000,32.32,50,56.69,171,94.64,417,43.39,331,71.62,993258.75,0.2838,10.55,0.4672,-1.4983,40.74,65.07,65.73,0.4667,0.1405,109,43,VEND-SYN-0279,25.670481,86.718367,synthetic_placeholder,0,none
MPLADS-13631,ALOK SHARMA,Lok Sabha,Madhya Pradesh,BHOPAL,Elected MP,District-57,Village-33,Street Lighting,2022-09-23,2023-01-09,2024-03-31,509,377466.89,279922.86,212027.66,2,71.58,80.99,0,-43.83,In Progress,"Street lighting and electrification at Village-33, District-57, Madhya Pradesh",,196000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,56.17,165439.23,0.4383,9.41,-0.4536,0.1282,71.58,66.3,64.56,0.1179,0.4872,34,108,VEND-SYN-0612,20.355,82.913205,synthetic_placeholder,0,none
MPLADS-13632,BHOJRAINAG,Lok Sabha,Chhattisgarh,KANKER(ST),Elected MP,District-13,Village-38,Health Centre,2023-03-21,2023-04-22,2024-03-31,323,665700.12,507419.66,476357.75,3,70.5,84.86,0,-28.44,In Progress,"Primary health centre and medical facility at Village-38, District-13, Chhattisgarh",,147000000,107.05,3099,109.83,2091,101.23,2123,39.31,1168,71.56,189342.37,0.2844,14.36,0.3117,0.3527,70.5,62.74,64.16,0.2786,0.2724,70,32,VEND-SYN-0891,27.939401,88.34406,synthetic_placeholder,0,none
MPLADS-13633,BASAVARAJ BOMMAI,Lok Sabha,Karnataka,HAVERI,Elected MP,District-38,Block-28,Sanitation,2021-08-13,2022-01-05,2024-03-31,507,1956205.57,1502413.64,1411580.87,3,100,93.96,261,-27.84,Completed,"Community sanitation and drainage at Block-28, District-38, Karnataka",,147000000,180.29,3322,207.73,4002,219.29,3307,107.57,1719,72.16,544624.7,0.2784,-6.04,0.2184,1.4788,100,64.01,65.61,0.1775,0.2848,45,145,VEND-SYN-0780,8.614777,86.57362,synthetic_placeholder,0,none
MPLADS-13634,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),Elected MP,District-15,Gram Panchayat-13,Community Hall,2018-05-02,2018-08-10,2024-03-31,124,163848.06,136950.24,88092.93,6,74.81,47.58,1908,-46.23,In Progress,"Community hall and public building at Gram Panchayat-13, District-15, Odisha",,73500000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,53.77,75755.13,0.4623,-27.23,-0.7614,0.4689,74.81,66.84,65.15,1.4516,0.8112,11,100,VEND-SYN-0642,14.843376,77.516479,synthetic_placeholder,1,rule_flagged_other
MPLADS-13635,AMBICA G LAKSHMINARAYA,Lok Sabha,Andhra Pradesh,ANANTAPUR,Elected MP,District-63,Gram Panchayat-37,Road Construction,2022-02-06,2022-02-27,2024-03-31,488,601794.0,589605.14,455909.8,2,98.69,96.95,256,-24.24,Completed,"Road construction and repair at Gram Panchayat-37, District-63, Andhra Pradesh",,170000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,75.76,145884.2,0.2424,-1.74,0.5807,1.3596,98.69,67.19,66.5,0.123,0.1153,57,21,VEND-SYN-0515,20.691985,68.970119,synthetic_placeholder,0,none
MPLADS-13636,ANAND BHADAURIYA,Lok Sabha,Uttar Pradesh,DHAURAHRA,Elected MP,District-59,Town-15,Bridge/Culvert,2021-05-12,2021-09-19,2024-03-31,579,325996.93,246877.12,198684.39,7,69.04,78.1,292,-39.05,In Progress,"Bridge, culvert and connectivity work at Town-15, District-59, Uttar Pradesh",,235000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,60.95,127312.54,0.3905,9.06,-0.2888,0.1929,69.04,65.32,64.94,0.3627,0.2354,117,130,VEND-SYN-0519,11.015791,80.61422,synthetic_placeholder,0,none
MPLADS-13637,BHARATSINGHKUSHWAH,Lok Sabha,Madhya Pradesh,GWALIOR,Elected MP,District-30,Block-8,Road Construction,2019-06-25,2019-07-17,2024-03-31,475,150939.06,150038.48,105752.02,3,52.32,50.64,1265,-29.94,In Progress,"Road construction and repair at Block-8, District-30, Madhya Pradesh",,245000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,70.06,45187.04,0.2994,-1.68,0.2358,-0.6759,52.32,59.95,64.56,0.1895,0.1895,36,22,VEND-SYN-0342,17.650271,68.611405,synthetic_placeholder,0,none
MPLADS-13638,ADITYAYADAV,Lok Sabha,Uttar Pradesh,BADAUN,Elected MP,District-34,Town-32,Road Construction,2019-01-10,2019-04-25,2024-03-31,609,326424.14,317366.07,245357.37,3,100,91.05,1172,-24.83,Completed,"Road construction and repair at Town-32, District-34, Uttar Pradesh; community asset work",DUP-01534,123000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,75.17,81066.77,0.2483,-8.95,0.4114,1.3866,100,66.21,64.94,0.1478,0.2313,19,105,VEND-SYN-0131,8.035053,73.648586,synthetic_placeholder,1,duplicate_work
MPLADS-13639,AKHILESH YADAV,Lok Sabha,Uttar Pradesh,KANNAUJ,Elected MP,District-28,Town-16,Drinking Water,2018-02-13,2018-03-06,2024-03-31,331,920824.05,792950.58,884321.24,3,44.54,92.92,1947,-3.96,In Progress,"Drinking water supply and handpump at Town-16, District-28, Uttar Pradesh",,186000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,96.04,36502.81,0.0396,48.38,1.6846,-0.8791,44.54,64.74,64.94,0.2719,0.1564,27,21,VEND-SYN-0591,11.576451,86.834042,synthetic_placeholder,1,progress_gap
MPLADS-13640,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,Elected MP,District-28,Town-28,Park Development,2023-01-30,2023-04-17,2024-03-31,682,1040587.05,784660.3,487967.18,2,58.87,71.84,0,-53.11,In Progress,"Park, playground and open space at Town-28, District-28, Tamil Nadu",,245000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,46.89,552619.87,0.5311,12.97,-1.2795,-0.444,58.87,66.06,65.28,0.088,0.2015,79,77,VEND-SYN-0436,14.967615,95.001979,synthetic_placeholder,0,none
MPLADS-13641,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,Elected MP,District-60,Gram Panchayat-7,Park Development,2019-03-11,2019-04-10,2024-03-31,423,944232.06,886002.95,138852.73,5,11.51,65.78,1399,-85.29,In Progress,"Park, playground and open space at Gram Panchayat-7, District-60, Bihar",,123000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,14.71,805379.33,0.8529,54.27,-2.8984,-2.0636,11.51,64.7,64.34,0.3546,0.0602,100,30,VEND-SYN-0466,27.649758,71.815085,synthetic_placeholder,1,fund_unutilized
MPLADS-13642,ADITYAYADAV,Lok Sabha,Uttar Pradesh,BADAUN,Elected MP,District-36,Village-15,School Infrastructure,2019-10-26,2019-11-24,2024-03-31,247,361050.19,330043.52,282772.39,1,54.58,45.02,1366,-21.68,In Progress,"Construction or repair of school infrastructure at Village-15, District-36, Uttar Pradesh",,221000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,78.32,78277.8,0.2168,-9.56,0.7174,-0.4082,54.58,66.21,64.94,0.1215,0.3762,20,29,VEND-SYN-0906,28.973742,97.010338,synthetic_placeholder,0,none
MPLADS-13643,Ganesh Singh,Lok Sabha,Madhya Pradesh,SATNA,Elected MP,District-13,Village-28,Community Hall,2020-02-09,2020-06-28,2024-03-31,639,453896.69,414417.5,325021.07,6,81.7,97.66,632,-28.39,In Progress,"Community hall and public building at Village-28, District-13, Madhya Pradesh",,245000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,71.61,128875.62,0.2839,15.96,0.3663,0.7037,81.7,65.66,64.56,0.2817,0.2926,103,140,VEND-SYN-0064,28.429514,92.110734,synthetic_placeholder,0,none
MPLADS-13644,BIBHU PRASAD TARAI,Lok Sabha,Odisha,JAGATSINGHPUR(SC),Elected MP,District-22,Village-48,Road Construction,2023-01-05,2023-03-06,2024-03-31,420,342825.45,292960.12,209978.45,6,47.13,96.52,0,-38.75,In Progress,"Road construction and repair at Village-48, District-22, Odisha",,186000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,61.25,132847.0,0.3875,49.39,-0.1885,-0.6705,47.13,65.85,65.15,0.4286,0.3475,81,60,VEND-SYN-0112,14.641684,90.127012,synthetic_placeholder,1,rule_flagged_other
MPLADS-13645,BALABHADRA MAJHI,Lok Sabha,Odisha,NABARANGPUR(ST),Elected MP,District-71,Village-33,Bridge/Culvert,2021-01-03,2021-01-26,2024-03-31,133,145229.09,115330.79,91115.82,6,100,99.26,1020,-37.26,Completed,"Bridge, culvert and connectivity work at Village-33, District-71, Odisha",,89248285,172.51,7669,143.98,4897,164.76,7917,63.86,3138,62.74,54113.27,0.3726,-0.74,-0.1958,1.4686,100,63.96,65.15,1.3534,0.7949,62,23,VEND-SYN-0650,24.771811,72.550695,synthetic_placeholder,1,rule_flagged_other
MPLADS-13646,E.T.MOHAMMED BASHEER,Lok Sabha,Kerala,MALAPPURAM,Elected MP,District-40,Village-19,Health Centre,2019-07-07,2019-10-06,2024-03-31,269,1007343.3,939486.39,1555895.4,3,71.93,73.19,1399,54.46,In Progress,"Primary health centre and medical facility at Village-19, District-40, Kerala",,186000000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,154.46,0,0.0,1.26,4.3287,0.1818,55.59,61.44,65.2,0.3346,0.267,32,91,VEND-SYN-0758,25.35158,80.109963,synthetic_placeholder,1,cost_overrun
MPLADS-13647,DR. PRADEEP KUMAR PANIC,Lok Sabha,Odisha,BERHAMPUR,Elected MP,District-24,Gram Panchayat-14,School Infrastructure,2021-11-26,2022-01-24,2024-03-31,707,225428.79,201958.44,126645.42,3,52.26,52.02,108,-43.82,In Progress,"Construction or repair of school infrastructure at Gram Panchayat-14, District-24, Odisha",,170000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,56.18,98783.37,0.4382,-0.24,-0.6333,-0.413,52.26,64.58,65.15,0.1273,0.1964,89,59,VEND-SYN-0476,24.273306,94.00343,synthetic_placeholder,0,none
